District,Year,Crop,Season,Area,Production,Yield,Yield_Lag1,Yield_Lag2,Yield_3yr_Avg,Yield_3yr_Std
Ahilyanagar,2012,Arhar_Tur,Kharif,9500.0,2200.0,0.23157894736842105,0.5,0.6420454545454546,0.4578748006379585,0.20845044421755796
Ahilyanagar,2012,Bajra,Kharif,160500.0,55400.0,0.3451713395638629,0.9718462371413102,0.9530612244897959,0.7566929337316562,0.35651190165951113
Ahilyanagar,2012,Castor_seed,Kharif,200.0,20.0,0.1,0.2,0.25,0.18333333333333335,0.07637626158259733
Ahilyanagar,2012,Cottonlint,Kharif,96200.0,88100.0,0.9158004158004158,2.125892857142857,2.174041297935103,1.7385781902927917,0.7129530263184604
Ahilyanagar,2012,Gram,Rabi,59400.0,21700.0,0.3653198653198653,0.6114790286975718,0.8159722222222222,0.5975903720798864,0.22564697600986217
Ahilyanagar,2012,Groundnut,Kharif,4200.0,2400.0,0.5714285714285714,0.7333333333333333,0.8571428571428571,0.7206349206349206,0.14327979804948254
Ahilyanagar,2012,Groundnut,Summer,1000.0,1200.0,1.2,1.5441176470588236,1.3950617283950617,1.3797264584846285,0.1725706134651692
Ahilyanagar,2012,Jowar,Rabi,444800.0,67000.0,0.1506294964028777,0.2834790612057064,0.5888888888888889,0.340999148832491,0.22472036876081486
Ahilyanagar,2012,Linseed,Rabi,400.0,40.0,0.1,0.3333333333333333,0.2,0.2111111111111111,0.11706281947614153
Ahilyanagar,2012,Maize,Kharif,45000.0,91900.0,2.042222222222222,2.710583153347732,3.0794701986754967,2.610758524748484,0.5257799525660294
Ahilyanagar,2012,Maize,Rabi,14700.0,24800.0,1.6870748299319729,2.4565217391304346,1.9924242424242424,2.04534027049555,0.3874431778195347
Ahilyanagar,2012,Maize,Summer,200.0,200.0,1.0,1.4782608695652173,1.457142857142857,1.3118012422360248,0.2702341643965728
Ahilyanagar,2012,MoongGreen_Gram,Kharif,5700.0,600.0,0.10526315789473684,0.265625,0.779874213836478,0.3835874572437383,0.35243634203774077
Ahilyanagar,2012,Niger_seed,Kharif,2000.0,700.0,0.35,0.3684210526315789,0.3684210526315789,0.3622807017543859,0.010635399695598362
Ahilyanagar,2012,Other_Kharif_pulses,Kharif,3800.0,600.0,0.15789473684210525,0.1774193548387097,0.17307692307692307,0.16946367158591266,0.010251554356840548
Ahilyanagar,2012,Other_Rabi_pulses,Rabi,1500.0,500.0,0.3333333333333333,1.0,0.8,0.7111111111111111,0.3421067626297923
Ahilyanagar,2012,Ragi,Kharif,2800.0,3100.0,1.1071428571428572,1.1428571428571428,0.9285714285714286,1.0595238095238095,0.1148053662022967
Ahilyanagar,2012,Rice,Kharif,7500.0,4600.0,0.6133333333333333,0.9873417721518988,0.9333333333333333,0.8446694796061885,0.20215473601967965
Ahilyanagar,2012,Safflower,Rabi,1000.0,50.0,0.05,0.26865671641791045,0.6022727272727273,0.3069764812302126,0.278123344226562
Ahilyanagar,2012,Sesamum,Kharif,300.0,100.0,0.3333333333333333,0.2,0.2,0.24444444444444446,0.07698003589195009
Ahilyanagar,2012,Small_millets,Kharif,1100.0,100.0,0.09090909090909091,0.15789473684210525,0.18181818181818182,0.14354066985645933,0.04712372153969362
Ahilyanagar,2012,Small_millets,Rabi,900.0,100.0,0.1111111111111111,0.4,0.8633386697715034,0.45814992696087153,0.37947020371329493
Ahilyanagar,2012,Soyabean,Kharif,56800.0,28100.0,0.49471830985915494,2.0938566552901023,1.7909270216962525,1.4598339956151698,0.8494279286063967
Ahilyanagar,2012,Sunflower,Kharif,1400.0,500.0,0.35714285714285715,0.46875,0.4146341463414634,0.4135090011614402,0.05581207797547797
Ahilyanagar,2012,Sunflower,Rabi,200.0,50.0,0.25,0.5,0.8,0.5166666666666666,0.275378527364305
Ahilyanagar,2012,Urad,Kharif,6100.0,1100.0,0.18032786885245902,0.9259259259259259,0.6363636363636364,0.5808724770473405,0.3758837150630925
Ahilyanagar,2012,Wheat,Rabi,38900.0,46100.0,1.1850899742930592,1.844074844074844,1.8616305160807778,1.6302651114828937,0.385632892118769
Ahilyanagar,2013,Arhar_Tur,Kharif,11000.0,9200.0,0.8363636363636363,0.23157894736842105,0.5,0.5226475279106858,0.3030277427911655
Ahilyanagar,2013,Bajra,Kharif,181800.0,188200.0,1.0352035203520351,0.3451713395638629,0.9718462371413102,0.7840736990190694,0.38141840173944347
Ahilyanagar,2013,Castor_seed,Kharif,400.0,100.0,0.25,0.1,0.2,0.18333333333333335,0.07637626158259733
Ahilyanagar,2013,Cottonlint,Kharif,104700.0,222400.0,2.1241642788920725,0.9158004158004158,2.125892857142857,1.7219525172784484,0.6981487341775949
Ahilyanagar,2013,Gram,Rabi,120700.0,93300.0,0.7729908864954432,0.3653198653198653,0.6114790286975718,0.5832632601709601,0.20529494044360944
Ahilyanagar,2013,Groundnut,Kharif,4700.0,3700.0,0.7872340425531915,0.5714285714285714,0.7333333333333333,0.6973319824383654,0.11231684331179699
Ahilyanagar,2013,Groundnut,Summer,1500.0,2400.0,1.6,1.2,1.5441176470588236,1.4480392156862745,0.21661786337063096
Ahilyanagar,2013,Jowar,Rabi,503900.0,354500.0,0.7035126017066878,0.1506294964028777,0.2834790612057064,0.3792070531050906,0.2886049520666831
Ahilyanagar,2013,Linseed,Rabi,200.0,100.0,0.5,0.1,0.3333333333333333,0.3111111111111111,0.20092379244472358
Ahilyanagar,2013,Maize,Kharif,61000.0,296900.0,4.867213114754098,2.042222222222222,2.710583153347732,3.2066728301080176,1.4763881980235096
Ahilyanagar,2013,Maize,Rabi,20900.0,59300.0,2.8373205741626792,1.6870748299319729,2.4565217391304346,2.326972381075029,0.5859638172785406
Ahilyanagar,2013,Maize,Summer,1000.0,1500.0,1.5,1.0,1.4782608695652173,1.326086956521739,0.28260869565217395
Ahilyanagar,2013,MoongGreen_Gram,Kharif,5700.0,4800.0,0.8421052631578947,0.10526315789473684,0.265625,0.40433114035087714,0.387509505754941
Ahilyanagar,2013,Niger_seed,Kharif,2000.0,700.0,0.35,0.35,0.3684210526315789,0.356140350877193,0.010635399695598343
Ahilyanagar,2013,Other_Kharif_pulses,Kharif,10400.0,3100.0,0.2980769230769231,0.15789473684210525,0.1774193548387097,0.21113033825257932,0.07592815114594127
Ahilyanagar,2013,Other_Rabi_pulses,Rabi,800.0,400.0,0.5,0.3333333333333333,1.0,0.6111111111111112,0.3469443332443555
Ahilyanagar,2013,Ragi,Kharif,2800.0,3600.0,1.2857142857142858,1.1071428571428572,1.1428571428571428,1.1785714285714286,0.09449111825230591
Ahilyanagar,2013,Rice,Kharif,7900.0,19000.0,2.4050632911392404,0.6133333333333333,0.9873417721518988,1.3352461322081577,0.9451730758090845
Ahilyanagar,2013,Safflower,Rabi,1600.0,200.0,0.125,0.05,0.26865671641791045,0.14788557213930348,0.1111103144076783
Ahilyanagar,2013,Sesamum,Kharif,200.0,100.0,0.5,0.3333333333333333,0.2,0.3444444444444445,0.15030832509409647
Ahilyanagar,2013,Sesamum,Rabi,600.0,100.0,0.16666666666666666,0.3,1.0,0.4888888888888889,0.4476274906329709
Ahilyanagar,2013,Small_millets,Kharif,2600.0,600.0,0.23076923076923078,0.09090909090909091,0.15789473684210525,0.15985768617347562,0.06995072950286191
Ahilyanagar,2013,Small_millets,Rabi,200.0,100.0,0.5,0.1111111111111111,0.4,0.337037037037037,0.2019452722994904
Ahilyanagar,2013,Soyabean,Kharif,65900.0,74500.0,1.1305007587253415,0.49471830985915494,2.0938566552901023,1.2396919079581996,0.8051415355451497
Ahilyanagar,2013,Sunflower,Kharif,1300.0,800.0,0.6153846153846154,0.35714285714285715,0.46875,0.4804258241758242,0.12951619619795546
Ahilyanagar,2013,Urad,Kharif,6100.0,3000.0,0.4918032786885246,0.18032786885245902,0.9259259259259259,0.5326856911556366,0.37447649380806325
Ahilyanagar,2013,Wheat,Rabi,51900.0,100700.0,1.9402697495183043,1.1850899742930592,1.844074844074844,1.6564781892954024,0.41105778412607746
Ahilyanagar,2014,Arhar_Tur,Kharif,9100.0,1800.0,0.1978021978021978,0.8363636363636363,0.23157894736842105,0.42191492717808504,0.35932021458859237
Ahilyanagar,2014,Bajra,Kharif,186000.0,107700.0,0.5790322580645161,1.0352035203520351,0.3451713395638629,0.6531357059934714,0.35093388747318166
Ahilyanagar,2014,Cottonlint,Kharif,102600.0,96700.0,0.942495126705653,2.1241642788920725,0.9158004158004158,1.3274866071327138,0.6900721965182431
Ahilyanagar,2014,Gram,Rabi,115200.0,85200.0,0.7395833333333334,0.7729908864954432,0.3653198653198653,0.6259646950495473,0.22634224440143957
Ahilyanagar,2014,Groundnut,Kharif,4300.0,2800.0,0.6511627906976745,0.7872340425531915,0.5714285714285714,0.6699418015598124,0.10912144050804146
Ahilyanagar,2014,Groundnut,Summer,1600.0,2300.0,1.4375,1.6,1.2,1.4124999999999999,0.20116846174288894
Ahilyanagar,2014,Jowar,Rabi,443600.0,279800.0,0.6307484220018035,0.7035126017066878,0.1506294964028777,0.4949635067037897,0.3004131978616496
Ahilyanagar,2014,Maize,Kharif,68100.0,176100.0,2.5859030837004404,4.867213114754098,2.042222222222222,3.1651128068922536,1.498918381134198
Ahilyanagar,2014,Maize,Rabi,29400.0,57600.0,1.9591836734693877,2.8373205741626792,1.6870748299319729,2.1611930258546797,0.6011423723782555
Ahilyanagar,2014,Maize,Summer,200.0,400.0,2.0,1.5,1.0,1.5,0.5
Ahilyanagar,2014,MoongGreen_Gram,Kharif,5600.0,3200.0,0.5714285714285714,0.8421052631578947,0.10526315789473684,0.506265664160401,0.3727180239603269
Ahilyanagar,2014,Niger_seed,Kharif,1500.0,400.0,0.26666666666666666,0.35,0.35,0.3222222222222222,0.048112522432468795
Ahilyanagar,2014,Other_Kharif_pulses,Kharif,3000.0,800.0,0.26666666666666666,0.2980769230769231,0.15789473684210525,0.2408794421952317,0.07356287816452262
Ahilyanagar,2014,Other_Rabi_pulses,Rabi,900.0,200.0,0.2222222222222222,0.5,0.3333333333333333,0.3518518518518519,0.1398117488013104
Ahilyanagar,2014,Ragi,Kharif,3000.0,3300.0,1.1,1.2857142857142858,1.1071428571428572,1.1642857142857144,0.10522085616182947
Ahilyanagar,2014,Rice,Kharif,8600.0,2200.0,0.2558139534883721,2.4050632911392404,0.6133333333333333,1.0914035259869819,1.1516212531366796
Ahilyanagar,2014,Small_millets,Kharif,900.0,300.0,0.3333333333333333,0.23076923076923078,0.09090909090909091,0.2183372183372183,0.12168933613334483
Ahilyanagar,2014,Soyabean,Kharif,58200.0,35900.0,0.6168384879725086,1.1305007587253415,0.49471830985915494,0.747352518852335,0.3373874105000755
Ahilyanagar,2014,Sunflower,Kharif,800.0,400.0,0.5,0.6153846153846154,0.35714285714285715,0.4908424908424909,0.12936420063304266
Ahilyanagar,2014,Urad,Kharif,7100.0,6000.0,0.8450704225352113,0.4918032786885246,0.18032786885245902,0.505733856692065,0.3325901553290493
Ahilyanagar,2014,Wheat,Rabi,57200.0,85000.0,1.486013986013986,1.9402697495183043,1.1850899742930592,1.537124569941783,0.38017540960639923
Ahilyanagar,2015,Arhar_Tur,Kharif,9300.0,2200.0,0.23655913978494625,0.1978021978021978,0.8363636363636363,0.4235749913169267,0.35801029908032994
Ahilyanagar,2015,Bajra,Kharif,122000.0,30400.0,0.24918032786885247,0.5790322580645161,1.0352035203520351,0.6211387020951346,0.39469966968828496
Ahilyanagar,2015,Castor_seed,Kharif,100.0,30.0,0.3,0.25,0.1,0.21666666666666665,0.10408329997330663
Ahilyanagar,2015,Cottonlint,Kharif,73600.0,39000.0,0.529891304347826,0.942495126705653,2.1241642788920725,1.1988502366485172,0.8274750969883644
Ahilyanagar,2015,Gram,Rabi,135100.0,54300.0,0.40192450037009625,0.7395833333333334,0.7729908864954432,0.638166240066291,0.20527210193565823
Ahilyanagar,2015,Groundnut,Kharif,4900.0,2000.0,0.40816326530612246,0.6511627906976745,0.7872340425531915,0.6155200328523295,0.19203246647582978
Ahilyanagar,2015,Groundnut,Summer,800.0,800.0,1.0,1.4375,1.6,1.3458333333333332,0.3103257696894242
Ahilyanagar,2015,Jowar,Rabi,463900.0,105900.0,0.22828195731838757,0.6307484220018035,0.7035126017066878,0.520847660342293,0.25596811207928855
Ahilyanagar,2015,Maize,Kharif,17200.0,23900.0,1.3895348837209303,2.5859030837004404,4.867213114754098,2.9475503607251565,1.7668200345210714
Ahilyanagar,2015,Maize,Rabi,26700.0,45900.0,1.7191011235955056,1.9591836734693877,2.8373205741626792,2.1718684570758575,0.5886678161662878
Ahilyanagar,2015,Maize,Summer,100.0,200.0,2.0,2.0,1.5,1.8333333333333333,0.2886751345948129
Ahilyanagar,2015,MoongGreen_Gram,Kharif,31900.0,1100.0,0.034482758620689655,0.5714285714285714,0.8421052631578947,0.4826721977357186,0.411061793240464
Ahilyanagar,2015,MoongGreen_Gram,Summer,100.0,30.0,0.3,0.3,0.3,0.3,0.0
Ahilyanagar,2015,Niger_seed,Kharif,400.0,100.0,0.25,0.26666666666666666,0.35,0.2888888888888889,0.05357583756107193
Ahilyanagar,2015,Other_Kharif_pulses,Kharif,2100.0,500.0,0.23809523809523808,0.26666666666666666,0.2980769230769231,0.2676129426129426,0.030002036796447466
Ahilyanagar,2015,Other_Rabi_pulses,Rabi,400.0,70.0,0.175,0.2222222222222222,0.5,0.2990740740740741,0.17560155281145526
Ahilyanagar,2015,Ragi,Kharif,100.0,100.0,1.0,1.1,1.2857142857142858,1.1285714285714288,0.14498416521560267
Ahilyanagar,2015,Rice,Kharif,14000.0,17200.0,1.2285714285714286,0.2558139534883721,2.4050632911392404,1.296482891066347,1.0762328530117555
Ahilyanagar,2015,Safflower,Rabi,600.0,100.0,0.16666666666666666,0.125,0.05,0.11388888888888889,0.05912165737164698
Ahilyanagar,2015,Sesamum,Kharif,100.0,0.0,0.0,0.5,0.3333333333333333,0.27777777777777773,0.2545875386086578
Ahilyanagar,2015,Small_millets,Kharif,2800.0,500.0,0.17857142857142858,0.3333333333333333,0.23076923076923078,0.24755799755799754,0.07873505451257944
Ahilyanagar,2015,Small_millets,Rabi,700.0,100.0,0.14285714285714285,0.5,0.1111111111111111,0.25132275132275134,0.21594497711261953
Ahilyanagar,2015,Small_millets,Summer,10.0,10.0,1.0,1.0,1.0,1.0,0.0
Ahilyanagar,2015,Soyabean,Kharif,40900.0,19800.0,0.4841075794621027,0.6168384879725086,1.1305007587253415,0.7438156087199843,0.3413918971570629
Ahilyanagar,2015,Sunflower,Kharif,500.0,100.0,0.2,0.5,0.6153846153846154,0.43846153846153846,0.21442092099640558
Ahilyanagar,2015,Sunflower,Rabi,40.0,10.0,0.25,0.25,0.5,0.3333333333333333,0.14433756729740607
Ahilyanagar,2015,Urad,Kharif,14000.0,1800.0,0.12857142857142856,0.8450704225352113,0.4918032786885246,0.4884817099317216,0.358261045471082
Ahilyanagar,2015,Wheat,Rabi,41100.0,50100.0,1.218978102189781,1.486013986013986,1.9402697495183043,1.5484206125740236,0.36467293621192526
Ahilyanagar,2015,other_oilseeds,Rabi,4.0,0.5,0.125,0.125,0.125,0.125,0.0
Ahilyanagar,2016,Arhar_Tur,Kharif,21968.0,22038.0,1.0031864530225783,0.23655913978494625,0.1978021978021978,0.47918259686990744,0.454214218277142
Ahilyanagar,2016,Bajra,Kharif,146400.0,149800.0,1.023224043715847,0.24918032786885247,0.5790322580645161,0.6171455432164052,0.3884268082784163
Ahilyanagar,2016,Castor_seed,Kharif,30.0,10.0,0.3333333333333333,0.3,0.25,0.29444444444444445,0.041943524640393
Ahilyanagar,2016,Cottonlint,Kharif,132400.0,139400.0,1.052870090634441,0.529891304347826,0.942495126705653,0.8417521738959733,0.27566022497281883
Ahilyanagar,2016,Gram,Rabi,160100.0,130600.0,0.8157401623985009,0.40192450037009625,0.7395833333333334,0.6524159987006435,0.2202486292925048
Ahilyanagar,2016,Groundnut,Kharif,7000.0,5600.0,0.8,0.40816326530612246,0.6511627906976745,0.6197753520012657,0.19779505844391226
Ahilyanagar,2016,Groundnut,Summer,9200.0,16300.0,1.7717391304347827,1.0,1.4375,1.4030797101449277,0.38701923547330197
Ahilyanagar,2016,Jowar,Kharif,1400.0,300.0,0.21428571428571427,1.0,1.0,0.7380952380952381,0.45363235436327737
Ahilyanagar,2016,Jowar,Rabi,492800.0,245700.0,0.49857954545454547,0.22828195731838757,0.6307484220018035,0.45253664159157886,0.20514574220732104
Ahilyanagar,2016,Maize,Kharif,22000.0,68700.0,3.1227272727272726,1.3895348837209303,2.5859030837004404,2.3660550800495477,0.887264798613886
Ahilyanagar,2016,Maize,Rabi,44400.0,172400.0,3.8828828828828827,1.7191011235955056,1.9591836734693877,2.5203892266492587,1.1860445312660644
Ahilyanagar,2016,Maize,Summer,1600.0,4300.0,2.6875,2.0,2.0,2.2291666666666665,0.3969283100678678
Ahilyanagar,2016,MoongGreen_Gram,Kharif,45231.0,21417.0,0.4735026862107846,0.034482758620689655,0.5714285714285714,0.3598046720866819,0.28596001518534503
Ahilyanagar,2016,Niger_seed,Kharif,386.0,65.0,0.16839378238341968,0.25,0.26666666666666666,0.22835348301669542,0.0525910517052899
Ahilyanagar,2016,Other_Cereals,Kharif,1500.0,300.0,0.2,0.3448275862068966,0.5853658536585366,0.37673114662181106,0.19465376484120267
Ahilyanagar,2016,Other_Cereals,Rabi,200.0,100.0,0.5,0.2222222222222222,1.2333333333333334,0.6518518518518519,0.5223798028601546
Ahilyanagar,2016,Other_Cereals,Summer,60.0,100.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0
Ahilyanagar,2016,Other_Kharif_pulses,Kharif,4700.0,2800.0,0.5957446808510638,0.23809523809523808,0.26666666666666666,0.36683552853765616,0.19875520532123234
Ahilyanagar,2016,Other_Rabi_pulses,Rabi,1100.0,200.0,0.18181818181818182,0.175,0.2222222222222222,0.19301346801346808,0.025524211890812738
Ahilyanagar,2016,Other_Summer_Pulses,Summer,100.0,100.0,1.0,1.0,1.0,1.0,0.0
Ahilyanagar,2016,Ragi,Kharif,100.0,100.0,1.0,1.0,1.1,1.0333333333333334,0.05773502691896169
Ahilyanagar,2016,Rapeseed_&Mustard,Rabi,13.0,2.0,0.15384615384615385,0.5,0.5,0.3846153846153846,0.19985201625794738
Ahilyanagar,2016,Rice,Kharif,15000.0,26200.0,1.7466666666666666,1.2285714285714286,0.2558139534883721,1.077017349575489,0.7568929463556924
Ahilyanagar,2016,Safflower,Rabi,400.0,30.0,0.075,0.16666666666666666,0.125,0.12222222222222223,0.045896421227384715
Ahilyanagar,2016,Sesamum,Kharif,103.0,27.0,0.2621359223300971,0.0,0.5,0.2540453074433657,0.2500981678000342
Ahilyanagar,2016,Sesamum,Summer,121.0,20.0,0.1652892561983471,0.1652892561983471,0.1652892561983471,0.1652892561983471,0.0
Ahilyanagar,2016,Soyabean,Kharif,52000.0,41700.0,0.801923076923077,0.4841075794621027,0.6168384879725086,0.6342897147858961,0.1596248150964027
Ahilyanagar,2016,Sunflower,Kharif,423.0,351.0,0.8297872340425532,0.2,0.5,0.5099290780141844,0.3150109997815969
Ahilyanagar,2016,Sunflower,Rabi,50.0,40.0,0.8,0.25,0.25,0.43333333333333335,0.31754264805429416
Ahilyanagar,2016,Urad,Kharif,18263.0,8142.0,0.4458194163061929,0.12857142857142856,0.8450704225352113,0.4731537558042776,0.35903074614108677
Ahilyanagar,2016,Wheat,Rabi,60000.0,127200.0,2.12,1.218978102189781,1.486013986013986,1.6083306960679227,0.46279709187958007
Ahilyanagar,2017,Arhar_Tur,Kharif,15700.0,15600.0,0.9936305732484076,1.0031864530225783,0.23655913978494625,0.7444587220186442,0.43987989035012515
Ahilyanagar,2017,Bajra,Kharif,119500.0,120100.0,1.0050209205020921,1.023224043715847,0.24918032786885247,0.7591417640289307,0.44173333381297003
Ahilyanagar,2017,Castor_seed,Kharif,1090.0,220.0,0.2018348623853211,0.3333333333333333,0.3,0.2783893985728848,0.06836099425803814
Ahilyanagar,2017,Cottonlint,Kharif,132800.0,220600.0,1.661144578313253,1.052870090634441,0.529891304347826,1.0813019910985067,0.566162319646383
Ahilyanagar,2017,Gram,Rabi,208005.0,166000.0,0.7980577389966588,0.8157401623985009,0.40192450037009625,0.6719074672550853,0.23397920597855765
Ahilyanagar,2017,Groundnut,Kharif,10400.0,10100.0,0.9711538461538461,0.8,0.40816326530612246,0.7264390371533228,0.28861394625348924
Ahilyanagar,2017,Groundnut,Summer,5318.0,9400.0,1.7675817976682964,1.7717391304347827,1.0,1.5131069760343596,0.44436853792238323
Ahilyanagar,2017,Jowar,Kharif,1600.0,1000.0,0.625,0.21428571428571427,1.0,0.6130952380952381,0.39299240095819205
Ahilyanagar,2017,Jowar,Rabi,548900.0,298300.0,0.5434505374385133,0.49857954545454547,0.22828195731838757,0.42343734673714883,0.17049214349874772
Ahilyanagar,2017,Linseed,Rabi,50.0,17.0,0.34,0.5,0.1,0.3133333333333334,0.20132891827388663
Ahilyanagar,2017,Maize,Kharif,27400.0,77300.0,2.821167883211679,3.1227272727272726,1.3895348837209303,2.4444766798866273,0.9259649892540399
Ahilyanagar,2017,Maize,Rabi,49500.0,163300.0,3.298989898989899,3.8828828828828827,1.7191011235955056,2.9669913018227625,1.11944413743916
Ahilyanagar,2017,Maize,Summer,1479.0,1300.0,0.8789722785665991,2.6875,2.0,1.8554907595221997,0.9128829718183351
Ahilyanagar,2017,MoongGreen_Gram,Kharif,51206.0,21955.0,0.4287583486310198,0.4735026862107846,0.034482758620689655,0.31224793115416466,0.24158980160755222
Ahilyanagar,2017,Niger_seed,Kharif,421.0,62.0,0.14726840855106887,0.16839378238341968,0.25,0.18855406364482952,0.054251937069674114
Ahilyanagar,2017,Other_Cereals,Kharif,900.0,300.0,0.3333333333333333,0.2,0.3448275862068966,0.29272030651340997,0.08050354583641571
Ahilyanagar,2017,Other_Cereals,Rabi,100.0,45.0,0.45,0.5,0.2222222222222222,0.3907407407407408,0.1480671074640051
Ahilyanagar,2017,Other_Cereals,Summer,20.0,15.0,0.75,1.6666666666666667,1.6666666666666667,0.75,0.0
Ahilyanagar,2017,Other_Kharif_pulses,Kharif,3700.0,500.0,0.13513513513513514,0.5957446808510638,0.23809523809523808,0.32299168469381234,0.24175575150336545
Ahilyanagar,2017,Other_Rabi_pulses,Rabi,1530.0,700.0,0.45751633986928103,0.18181818181818182,0.175,0.2714448405624877,0.16117870219583924
Ahilyanagar,2017,Other_Summer_Pulses,Summer,20.0,4.0,0.2,1.0,1.0,0.2,0.0
Ahilyanagar,2017,Ragi,Kharif,100.0,100.0,1.0,1.0,1.0,1.0,0.0
Ahilyanagar,2017,Rapeseed_&Mustard,Rabi,214.0,91.0,0.4252336448598131,0.15384615384615385,0.5,0.3596932662353223,0.18214630719412445
Ahilyanagar,2017,Rice,Kharif,16200.0,37300.0,2.302469135802469,1.7466666666666666,1.2285714285714286,1.759235743680188,0.5370591752048839
Ahilyanagar,2017,Safflower,Rabi,100.0,40.0,0.4,0.075,0.16666666666666666,0.2138888888888889,0.1675670125761743
Ahilyanagar,2017,Sesamum,Kharif,118.0,36.0,0.3050847457627119,0.2621359223300971,0.0,0.1890735560309363,0.1651446564415549
Ahilyanagar,2017,Sesamum,Rabi,120.0,41.0,0.3416666666666667,0.16666666666666666,0.3,0.26944444444444443,0.09141379262169148
Ahilyanagar,2017,Soyabean,Kharif,59284.0,86900.0,1.465825517846299,0.801923076923077,0.4841075794621027,0.9172853914104929,0.5009230233671131
Ahilyanagar,2017,Sunflower,Kharif,509.0,292.0,0.5736738703339882,0.8297872340425532,0.2,0.5344870347921805,0.316717060008737
Ahilyanagar,2017,Sunflower,Rabi,200.0,100.0,0.5,0.8,0.25,0.5166666666666667,0.2753785273643051
Ahilyanagar,2017,Urad,Kharif,23726.0,5871.0,0.24745005479221108,0.4458194163061929,0.12857142857142856,0.27394696655661094,0.16027518891028292
Ahilyanagar,2017,Wheat,Rabi,79800.0,177500.0,2.224310776942356,2.12,1.218978102189781,1.854429626377379,0.5527831077745012
Ahilyanagar,2018,Arhar_Tur,Kharif,19058.0,4757.0,0.2496064644768601,0.9936305732484076,1.0031864530225783,0.748807830249282,0.4323474660517315
Ahilyanagar,2018,Bajra,Kharif,130478.0,84115.0,0.6446680666472508,1.0050209205020921,1.023224043715847,0.8909710102883968,0.21349869661991822
Ahilyanagar,2018,Cottonlint,Kharif,129932.0,48381.0,0.372356309454176,1.661144578313253,1.052870090634441,1.0287903261339568,0.6447314764931158
Ahilyanagar,2018,Gram,Rabi,149700.0,78400.0,0.5237140948563794,0.7980577389966588,0.8157401623985009,0.712503998750513,0.1637357257400095
Ahilyanagar,2018,Groundnut,Kharif,10545.0,5346.0,0.5069701280227596,0.9711538461538461,0.8,0.7593746580588686,0.23474335954479172
Ahilyanagar,2018,Groundnut,Summer,240.0,260.0,1.0833333333333333,1.7675817976682964,1.7717391304347827,1.5408847538121375,0.39625660580053595
Ahilyanagar,2018,Jowar,Kharif,1578.0,468.0,0.2965779467680608,0.625,0.21428571428571427,0.3786212203512584,0.2173013579746675
Ahilyanagar,2018,Jowar,Rabi,435308.0,54800.0,0.12588787708932525,0.5434505374385133,0.49857954545454547,0.3893059866607947,0.2292273474480332
Ahilyanagar,2018,Maize,Kharif,28211.0,94610.0,3.353656375172805,2.821167883211679,3.1227272727272726,3.0991838437039188,0.26702381598912284
Ahilyanagar,2018,Maize,Rabi,28670.0,29600.0,1.0324380885943496,3.298989898989899,3.8828828828828827,2.7381036234890437,1.505723726935179
Ahilyanagar,2018,MoongGreen_Gram,Kharif,64247.0,11304.0,0.17594595856615874,0.4287583486310198,0.4735026862107846,0.35940233113598774,0.16044530037904817
Ahilyanagar,2018,Niger_seed,Kharif,440.0,79.0,0.17954545454545454,0.14726840855106887,0.16839378238341968,0.16506921515998105,0.016393336602055202
Ahilyanagar,2018,Other_Cereals,Kharif,518.0,60.0,0.11583011583011583,0.3333333333333333,0.2,0.21638781638781637,0.10967375620691389
Ahilyanagar,2018,Other_Cereals,Rabi,390.0,80.0,0.20512820512820512,0.45,0.5,0.385042735042735,0.1578034491250896
Ahilyanagar,2018,Other_Kharif_pulses,Kharif,10582.0,1418.0,0.134001134001134,0.13513513513513514,0.5957446808510638,0.2882936499957776,0.2662610068525367
Ahilyanagar,2018,Other_Rabi_pulses,Rabi,100.0,10.0,0.1,0.45751633986928103,0.18181818181818182,0.2464448405624877,0.18731507436328135
Ahilyanagar,2018,Other_Summer_Pulses,Summer,17.0,17.0,1.0,0.2,1.0,0.7333333333333334,0.4618802153517006
Ahilyanagar,2018,Ragi,Kharif,118.0,84.0,0.711864406779661,1.0,1.0,0.903954802259887,0.16635516230887523
Ahilyanagar,2018,Rice,Kharif,16245.0,6711.0,0.4131117266851339,2.302469135802469,1.7466666666666666,1.487415843051423,0.9709923259251481
Ahilyanagar,2018,Sesamum,Kharif,110.0,14.0,0.12727272727272726,0.3050847457627119,0.2621359223300971,0.23149779845517873,0.09278092183095511
Ahilyanagar,2018,Soyabean,Kharif,60627.0,38254.0,0.6309729988289046,1.465825517846299,0.801923076923077,0.966240531199427,0.44101570432618115
Ahilyanagar,2018,Sunflower,Kharif,57.0,10.0,0.17543859649122806,0.5736738703339882,0.8297872340425532,0.5262999002892564,0.32973664437649064
Ahilyanagar,2018,Urad,Kharif,24662.0,4538.0,0.1840077852566702,0.24745005479221108,0.4458194163061929,0.29242575211835814,0.13657760632945115
Ahilyanagar,2018,Wheat,Rabi,46190.0,87700.0,1.8986793678285343,2.224310776942356,2.12,2.08099671492363,0.16628257826791468
Ahilyanagar,2019,Arhar_Tur,Kharif,19747.0,9948.0,0.5037727249708817,0.2496064644768601,0.9936305732484076,0.5823365875653831,0.37818273227059124
