year,division_code,division_name,row_order,location_name,june_normal_rainfall,june_actual_rainfall,june_percent_to_normal,july_normal_rainfall,july_actual_rainfall,july_percent_to_normal,august_normal_rainfall,august_actual_rainfall,august_percent_to_normal,september_normal_rainfall,september_actual_rainfall,september_percent_to_normal
2021,1,Konkan,4,Sindhudurg,880.1,1031.1,117.2,1043.6,1594.6,152.8,689.2,482.1,70.0,327.6,764.6,233.4
2021,1,Konkan,5,Palghar,411.9,740.2,179.7,905.0,862.3,95.3,669.7,374.5,55.9,318.8,784.2,246.0
2021,6,Nagpur,1,Wardha,174.1,248.6,142.8,273.6,260.3,95.1,271.6,155.7,57.3,155.2,268.0,172.7
2021,6,Nagpur,2,Nagpur,166.3,200.4,120.5,304.4,309.6,101.7,281.3,165.2,58.7,168.4,345.3,205.0
2021,6,Nagpur,3,Bhandara,189.3,262.3,138.5,382.6,341.0,89.1,387.6,195.5,50.4,197.5,301.0,152.4
2021,6,Nagpur,4,Gondia,192.8,209.2,108.5,414.9,363.5,87.6,413.9,218.8,52.9,198.7,373.5,188.0
2021,6,Nagpur,5,Chandrapur,183.5,306.1,166.8,357.2,477.7,133.7,362.9,187.4,51.6,180.4,300.8,166.8
2021,6,Nagpur,6,Gadchiroli,210.9,206.8,98.1,427.9,422.2,98.7,426.5,259.3,60.8,188.8,334.3,177.1
2021,2,Nasik,1,Nashik,174.4,124.4,71.3,308.9,220.9,71.5,266.9,157.1,58.9,183.6,282.9,154.1
2021,2,Nasik,2,Dhule,121.5,98.5,81.1,170.9,116.2,68.0,133.2,143.5,107.8,109.5,252.4,230.5
2021,2,Nasik,3,Nandurbar,155.9,68.2,43.7,305.6,119.3,39.0,252.2,92.6,36.7,146.7,298.7,203.6
2021,2,Nasik,4,Jalgaon,123.7,149.2,120.6,189.2,115.3,60.9,196.1,153.0,78.0,123.6,334.5,270.7
2021,2,Nasik,5,Ahilyanagar,108.2,140.5,129.9,97.5,121.8,124.9,95.4,112.5,118.0,147.0,190.5,129.6
2021,3,Pune,1,Pune,176.2,186.1,105.6,309.3,287.0,92.8,219.6,68.2,31.1,156.5,161.5,103.2
2021,3,Pune,2,Solapur,102.5,139.0,135.6,94.8,133.7,141.0,107.5,85.9,79.9,176.3,175.0,99.2
2021,3,Pune,3,Satara,194.1,264.4,136.2,307.2,439.1,142.9,224.8,66.1,29.4,160.1,124.2,77.6
2021,3,Pune,4,Sangli,129.0,202.3,156.8,135.5,320.8,236.8,111.4,72.4,65.0,138.6,91.1,65.7
2021,3,Pune,5,Kolhapur,362.9,399.9,110.2,685.5,740.1,108.0,485.9,141.3,29.1,198.8,195.3,98.2
2022,5,Amravati,1,Buldhana,139.3,123.9,88.9,192.2,269.2,140.1,207.4,108.1,52.1,120.5,177.0,146.9
2022,5,Amravati,2,Akola,136.9,115.0,84.0,223.2,270.8,121.3,215.5,131.3,60.9,118.1,161.9,137.1
2022,5,Amravati,3,Washim,166.4,108.4,65.1,243.6,387.5,159.1,236.1,202.7,85.9,142.9,147.3,103.1
2022,5,Amravati,4,Amravati,145.7,95.4,65.5,277.4,389.0,140.2,285.4,211.6,74.1,153.5,240.6,156.7
2022,5,Amravati,5,Yavatmal,163.9,97.8,59.7,256.7,561.2,218.6,253.7,222.7,87.8,130.7,228.2,174.6
2022,4,Chhatrapati Sambhajinagar,1,Chhatrapati Sambhajinagar,125.2,138.0,110.2,152.2,222.5,146.2,153.8,93.8,61.0,150.5,207.4,137.8
2022,4,Chhatrapati Sambhajinagar,2,Jalna,132.6,132.1,99.6,166.4,322.1,193.6,162.3,87.3,53.8,141.8,241.4,170.2
2022,4,Chhatrapati Sambhajinagar,3,Beed,128.4,154.2,120.1,127.7,219.2,171.7,138.0,59.2,42.9,172.0,204.8,119.1
2022,4,Chhatrapati Sambhajinagar,4,Latur,135.4,143.2,105.8,186.9,320.4,171.4,202.7,74.8,36.9,181.0,199.4,110.2
2022,4,Chhatrapati Sambhajinagar,5,Dharashiv,126.9,106.5,83.9,137.1,254.7,185.8,154.4,113.0,73.2,184.7,189.8,102.8
2022,4,Chhatrapati Sambhajinagar,6,Nanded,155.4,141.9,91.3,244.3,607.3,248.6,247.3,114.7,46.4,167.4,182.4,109.0
2022,4,Chhatrapati Sambhajinagar,7,Parabhani,145.3,137.4,94.6,219.2,312.8,142.7,227.8,59.5,26.1,169.0,140.7,83.3
2022,4,Chhatrapati Sambhajinagar,8,Hingoli,169.2,121.7,71.9,230.2,481.3,209.1,241.2,128.4,53.2,154.7,154.2,99.7
2022,1,Konkan,1,Thane,461.9,172.6,37.4,942.3,1226.7,130.2,691.3,561.8,81.3,337.9,671.3,198.7
2022,1,Konkan,2,Raigadh,655.8,302.2,46.1,1206.2,1376.6,114.1,874.5,778.3,89.0,412.1,533.1,129.4
2022,1,Konkan,3,Ratnagiri,813.5,621.7,76.4,1151.6,1086.6,94.4,835.9,876.2,104.8,394.1,428.2,108.7
2022,1,Konkan,4,Sindhudurg,880.1,785.8,89.3,1043.6,1113.7,106.7,689.2,725.8,105.3,327.6,491.5,150.0
2022,1,Konkan,5,Palghar,411.9,232.9,56.5,905.0,1315.7,145.4,669.7,552.6,82.5,318.8,533.4,167.3
2022,6,Nagpur,1,Wardha,174.1,104.7,60.1,273.6,722.4,264.0,271.6,281.8,103.8,155.2,252.6,162.8
2022,6,Nagpur,2,Nagpur,166.3,108.0,64.9,304.4,611.4,200.9,281.3,381.9,135.8,168.4,331.0,196.6
2022,6,Nagpur,3,Bhandara,189.3,129.3,68.3,382.6,529.5,138.4,387.6,472.4,121.9,197.5,316.7,160.4
2022,6,Nagpur,4,Gondia,192.8,152.2,78.9,414.9,600.4,144.7,413.9,613.0,148.1,198.7,311.1,156.6
2022,6,Nagpur,5,Chandrapur,183.5,143.2,78.0,357.2,737.8,206.6,362.9,355.9,98.1,180.4,241.5,133.9
2022,6,Nagpur,6,Gadchiroli,210.9,126.6,60.0,427.9,916.8,214.3,426.5,475.7,111.5,188.8,360.3,190.8
2022,2,Nasik,1,Nashik,174.4,150.8,86.5,308.9,514.5,166.6,266.9,222.3,83.3,183.6,321.2,174.9
2022,2,Nasik,2,Dhule,121.5,109.2,89.9,170.9,200.0,117.0,133.2,164.5,123.5,109.5,175.0,159.8
2022,2,Nasik,3,Nandurbar,155.9,55.9,35.9,305.6,331.6,108.5,252.2,216.0,85.6,146.7,154.1,105.0
2022,2,Nasik,4,Jalgaon,123.7,89.8,72.6,189.2,232.9,123.1,196.1,117.7,60.0,123.6,205.1,165.9
2022,2,Nasik,5,Ahilyanagar,108.2,113.6,105.0,97.5,121.2,124.3,95.4,109.0,114.3,147.0,233.4,158.8
2022,3,Pune,1,Pune,176.2,83.1,47.2,309.3,435.7,140.9,219.6,260.6,118.7,156.5,260.3,166.3
2022,3,Pune,2,Solapur,102.5,87.0,84.9,94.8,155.3,163.8,107.5,100.6,93.6,176.3,183.7,104.2
2022,3,Pune,3,Satara,194.1,78.6,40.5,307.2,384.0,125.0,224.8,261.3,116.2,160.1,203.6,127.2
2022,3,Pune,4,Sangli,129.0,68.5,53.1,135.5,197.9,146.1,111.4,153.7,138.0,138.6,164.3,118.5
2022,3,Pune,5,Kolhapur,362.9,107.5,29.6,685.5,540.9,78.9,485.9,427.4,88.0,198.8,250.4,126.0
