year,division_code,division_name,row_order,location_name,june_normal_rainfall,june_actual_rainfall,june_percent_to_normal,july_normal_rainfall,july_actual_rainfall,july_percent_to_normal,august_normal_rainfall,august_actual_rainfall,august_percent_to_normal,september_normal_rainfall,september_actual_rainfall,september_percent_to_normal
1998,5,Amravati,1,Buldhana,139.3,122.1,87.7,192.2,261.4,136.0,207.4,216.4,104.3,120.5,234.5,194.6
1998,5,Amravati,2,Akola,136.9,239.1,174.7,223.2,340.8,152.7,215.5,212.1,98.4,118.1,163.0,138.0
1998,5,Amravati,3,Washim,166.4,96.6,58.1,243.6,210.0,86.2,236.1,217.0,91.9,142.9,386.3,270.3
1998,5,Amravati,4,Amravati,145.7,144.7,99.3,277.4,215.7,77.8,285.4,173.3,60.7,153.5,172.9,112.6
1998,5,Amravati,5,Yavatmal,163.9,139.1,84.9,256.7,217.3,84.7,253.7,215.9,85.1,130.7,211.3,161.7
1998,4,Chhatrapati Sambhajinagar,1,Chhatrapati Sambhajinagar,125.2,148.0,118.2,152.2,194.6,127.9,153.8,264.5,172.0,150.5,171.0,113.6
1998,4,Chhatrapati Sambhajinagar,2,Jalna,132.6,231.0,174.2,166.4,297.6,178.8,162.3,217.0,133.7,141.8,175.8,124.0
1998,4,Chhatrapati Sambhajinagar,3,Beed,128.4,187.7,146.2,127.7,238.4,186.7,138.0,266.9,193.4,172.0,251.3,146.1
1998,4,Chhatrapati Sambhajinagar,4,Latur,135.4,134.6,99.4,186.9,316.7,169.4,202.7,225.6,111.3,181.0,300.7,166.1
1998,4,Chhatrapati Sambhajinagar,5,Dharashiv,126.9,187.3,147.6,137.1,216.2,157.7,154.4,216.5,140.2,184.7,347.1,187.9
1998,4,Chhatrapati Sambhajinagar,6,Nanded,155.4,209.5,134.8,244.3,280.4,114.8,247.3,264.5,107.0,167.4,206.4,123.3
1998,4,Chhatrapati Sambhajinagar,7,Parabhani,145.3,199.6,137.4,219.2,283.3,129.2,227.8,274.5,120.5,169.0,240.3,142.2
1998,4,Chhatrapati Sambhajinagar,8,Hingoli,169.2,205.5,121.5,230.2,244.3,106.1,241.2,208.0,86.2,154.7,281.2,181.8
1998,1,Konkan,1,Thane,461.9,309.9,67.1,942.3,651.6,69.1,691.3,648.1,93.8,337.9,670.9,198.5
1998,1,Konkan,2,Raigadh,655.8,522.5,79.7,1206.2,1035.0,85.8,874.5,840.2,96.1,412.1,590.9,143.4
1998,1,Konkan,3,Ratnagiri,813.5,820.7,100.9,1151.6,983.6,85.4,835.9,966.1,115.6,394.1,528.7,134.2
1998,1,Konkan,4,Sindhudurg,880.1,1115.9,126.8,1043.6,1181.5,113.2,689.2,748.5,108.6,327.6,486.3,148.4
1998,1,Konkan,5,Palghar,411.9,321.8,78.1,905.0,732.4,80.9,669.7,609.3,91.0,318.8,894.5,280.6
1998,6,Nagpur,1,Wardha,174.1,119.5,68.6,273.6,15.9,5.8,271.6,16.5,6.1,155.2,10.4,6.7
1998,6,Nagpur,2,Nagpur,166.3,99.6,59.9,304.4,238.9,78.5,281.3,285.9,101.6,168.4,272.0,161.5
1998,6,Nagpur,3,Bhandara,189.3,142.3,75.2,382.6,326.3,85.3,387.6,285.8,73.7,197.5,282.2,142.9
1998,6,Nagpur,4,Gondia,192.8,144.6,75.0,414.9,409.3,98.7,413.9,335.1,81.0,198.7,256.1,128.9
1998,6,Nagpur,5,Chandrapur,183.5,75.7,41.3,357.2,349.5,97.8,362.9,312.3,86.1,180.4,375.4,208.1
1998,6,Nagpur,6,Gadchiroli,210.9,87.8,41.6,427.9,312.1,72.9,426.5,238.3,55.9,188.8,233.4,123.6
1998,2,Nasik,1,Nashik,174.4,129.7,74.4,308.9,256.4,83.0,266.9,253.4,94.9,183.6,268.3,146.1
1998,2,Nasik,2,Dhule,121.5,149.3,122.9,170.9,234.0,136.9,133.2,134.4,100.9,109.5,265.0,242.0
1998,2,Nasik,3,Nandurbar,155.9,114.1,73.2,305.6,296.8,97.1,252.2,198.3,78.6,146.7,413.5,281.9
1998,2,Nasik,4,Jalgaon,123.7,131.3,106.1,189.2,258.1,136.4,196.1,238.0,121.4,123.6,309.6,250.5
1998,2,Nasik,5,Ahilyanagar,108.2,137.0,126.6,97.5,133.5,136.9,95.4,178.1,186.7,147.0,191.6,130.3
1998,3,Pune,1,Pune,176.2,114.3,64.9,309.3,248.1,80.2,219.6,205.8,93.7,156.5,221.3,141.4
1998,3,Pune,2,Solapur,102.5,116.1,113.3,94.8,194.1,204.7,107.5,210.1,195.4,176.3,342.1,194.0
1998,3,Pune,3,Satara,194.1,194.5,100.2,307.2,384.8,125.3,224.8,284.9,126.7,160.1,215.5,134.6
1998,3,Pune,4,Sangli,129.0,88.7,68.8,135.5,182.7,134.8,111.4,118.0,105.9,138.6,132.6,95.7
1998,3,Pune,5,Kolhapur,362.9,313.3,86.3,685.5,607.7,88.7,485.9,431.5,88.8,198.8,223.0,112.2
1999,5,Amravati,1,Buldhana,139.3,220.2,158.1,192.2,170.7,88.8,207.4,232.1,111.9,120.5,152.1,126.2
1999,5,Amravati,2,Akola,136.9,262.9,192.0,223.2,258.3,115.7,215.5,279.2,129.6,118.1,197.2,167.0
1999,5,Amravati,3,Washim,166.4,164.8,99.0,243.6,239.8,98.4,236.1,258.6,109.5,142.9,238.9,167.2
1999,5,Amravati,4,Amravati,145.7,239.8,164.6,277.4,170.8,61.6,285.4,185.3,64.9,153.5,162.1,105.6
1999,5,Amravati,5,Yavatmal,163.9,205.6,125.4,256.7,231.1,90.0,253.7,250.7,98.8,130.7,280.0,214.2
1999,4,Chhatrapati Sambhajinagar,1,Chhatrapati Sambhajinagar,125.2,154.7,123.6,152.2,117.6,77.3,153.8,77.3,50.3,150.5,185.1,123.0
1999,4,Chhatrapati Sambhajinagar,2,Jalna,132.6,169.5,127.8,166.4,122.7,73.7,162.3,93.2,57.4,141.8,209.0,147.4
1999,4,Chhatrapati Sambhajinagar,3,Beed,128.4,138.5,107.9,127.7,116.5,91.2,138.0,76.9,55.7,172.0,247.6,144.0
1999,4,Chhatrapati Sambhajinagar,4,Latur,135.4,74.5,55.0,186.9,134.5,72.0,202.7,193.0,95.2,181.0,217.0,119.9
1999,4,Chhatrapati Sambhajinagar,5,Dharashiv,126.9,138.3,109.0,137.1,105.6,77.0,154.4,82.2,53.2,184.7,217.1,117.5
1999,4,Chhatrapati Sambhajinagar,6,Nanded,155.4,169.3,108.9,244.3,165.0,67.5,247.3,238.3,96.4,167.4,227.2,135.7
1999,4,Chhatrapati Sambhajinagar,7,Parabhani,145.3,184.4,126.9,219.2,159.6,72.8,227.8,268.5,117.9,169.0,306.8,181.5
1999,4,Chhatrapati Sambhajinagar,8,Hingoli,169.2,114.1,67.4,230.2,132.8,57.7,241.2,132.2,54.8,154.7,96.8,62.6
1999,1,Konkan,1,Thane,461.9,505.6,109.5,942.3,745.7,79.1,691.3,228.1,33.0,337.9,296.0,87.6
1999,1,Konkan,2,Raigadh,655.8,910.2,138.8,1206.2,1336.7,110.8,874.5,329.4,37.7,412.1,394.8,95.8
1999,1,Konkan,3,Ratnagiri,813.5,1164.9,143.2,1151.6,1236.5,107.4,835.9,335.9,40.2,394.1,287.3,72.9
1999,1,Konkan,4,Sindhudurg,880.1,1356.0,154.1,1043.6,1168.6,112.0,689.2,285.9,41.5,327.6,208.2,63.6
1999,1,Konkan,5,Palghar,411.9,444.6,107.9,905.0,694.8,76.8,669.7,254.2,38.0,318.8,333.4,104.6
1999,6,Nagpur,1,Wardha,174.1,169.6,97.4,273.6,240.9,88.0,271.6,270.9,99.7,155.2,294.3,189.6
1999,6,Nagpur,2,Nagpur,166.3,242.4,145.8,304.4,269.6,88.6,281.3,392.3,139.5,168.4,320.6,190.4
1999,6,Nagpur,3,Bhandara,189.3,249.1,131.6,382.6,169.1,44.2,387.6,276.2,71.3,197.5,247.5,125.3
1999,6,Nagpur,4,Gondia,192.8,307.5,159.5,414.9,309.1,74.5,413.9,363.4,87.8,198.7,321.8,162.0
1999,6,Nagpur,5,Chandrapur,183.5,230.4,125.6,357.2,248.2,69.5,362.9,420.4,115.8,180.4,287.2,159.2
1999,6,Nagpur,6,Gadchiroli,210.9,0.0,0.0,427.9,0.0,0.0,426.5,0.0,0.0,188.8,0.0,0.0
1999,2,Nasik,1,Nashik,174.4,228.2,130.8,308.9,340.2,110.1,266.9,120.5,45.1,183.6,146.1,79.6
1999,2,Nasik,2,Dhule,121.5,183.7,151.2,170.9,98.0,57.3,133.2,31.4,23.6,109.5,117.9,107.7
1999,2,Nasik,3,Nandurbar,155.9,130.7,83.8,305.6,176.7,57.8,252.2,67.9,26.9,146.7,96.5,65.8
1999,2,Nasik,4,Jalgaon,123.7,162.6,131.4,189.2,102.1,54.0,196.1,76.6,39.1,123.6,133.2,107.8
1999,2,Nasik,5,Ahilyanagar,108.2,218.7,202.1,97.5,149.5,153.3,95.4,24.8,26.0,147.0,368.2,250.5
1999,3,Pune,1,Pune,176.2,213.5,121.2,309.3,243.8,78.8,219.6,75.9,34.6,156.5,162.1,103.6
1999,3,Pune,2,Solapur,102.5,176.6,172.3,94.8,95.9,101.2,107.5,31.3,29.1,176.3,158.0,89.6
1999,3,Pune,3,Satara,194.1,282.6,145.6,307.2,422.6,137.6,224.8,151.5,67.4,160.1,214.1,133.7
1999,3,Pune,4,Sangli,129.0,114.9,89.1,135.5,97.5,72.0,111.4,43.6,39.1,138.6,139.4,100.6
1999,3,Pune,5,Kolhapur,362.9,528.6,145.7,685.5,882.1,128.7,485.9,263.9,54.3,198.8,115.2,57.9
2000,5,Amravati,1,Buldhana,139.3,180.9,129.9,192.2,208.2,108.3,207.4,133.1,64.2,120.5,25.8,21.4
2000,5,Amravati,2,Akola,136.9,161.9,118.3,223.2,305.0,136.6,215.5,168.3,78.1,118.1,5.1,4.3
2000,5,Amravati,3,Washim,166.4,101.8,61.2,243.6,309.2,126.9,236.1,138.2,58.5,142.9,34.0,23.8
2000,5,Amravati,4,Amravati,145.7,161.1,110.6,277.4,308.7,111.3,285.4,182.3,63.9,153.5,28.4,18.5
2000,5,Amravati,5,Yavatmal,163.9,190.9,116.5,256.7,350.8,136.7,253.7,215.2,84.8,130.7,33.2,25.4
2000,4,Chhatrapati Sambhajinagar,1,Chhatrapati Sambhajinagar,125.2,181.8,145.2,152.2,74.4,48.9,153.8,101.0,65.7,150.5,41.4,27.5
2000,4,Chhatrapati Sambhajinagar,2,Jalna,132.6,187.6,141.5,166.4,135.1,81.2,162.3,85.4,52.6,141.8,57.7,40.7
2000,4,Chhatrapati Sambhajinagar,3,Beed,128.4,214.3,166.9,127.7,139.5,109.2,138.0,139.0,100.7,172.0,43.3,25.2
2000,4,Chhatrapati Sambhajinagar,4,Latur,135.4,152.5,112.6,186.9,178.7,95.6,202.7,417.2,205.8,181.0,71.1,39.3
2000,4,Chhatrapati Sambhajinagar,5,Dharashiv,126.9,167.4,131.9,137.1,188.7,137.6,154.4,278.6,180.4,184.7,58.1,31.5
2000,4,Chhatrapati Sambhajinagar,6,Nanded,155.4,162.5,104.6,244.3,197.7,80.9,247.3,317.7,128.5,167.4,29.0,17.3
2000,4,Chhatrapati Sambhajinagar,7,Parabhani,145.3,218.8,150.6,219.2,202.0,92.2,227.8,428.9,188.3,169.0,56.2,33.3
2000,4,Chhatrapati Sambhajinagar,8,Hingoli,169.2,234.5,138.6,230.2,184.5,80.1,241.2,159.0,65.9,154.7,7.9,5.1
2000,1,Konkan,1,Thane,461.9,326.8,70.8,942.3,1146.0,121.6,691.3,721.9,104.4,337.9,123.5,36.5
2000,1,Konkan,2,Raigadh,655.8,591.3,90.2,1206.2,1255.6,104.1,874.5,959.2,109.7,412.1,92.6,22.5
2000,1,Konkan,3,Ratnagiri,813.5,886.0,108.9,1151.6,1304.9,113.3,835.9,992.2,118.7,394.1,167.7,42.6
2000,1,Konkan,4,Sindhudurg,880.1,923.0,104.9,1043.6,1282.4,122.9,689.2,680.9,98.8,327.6,130.9,40.0
2000,1,Konkan,5,Palghar,411.9,293.1,71.2,905.0,1267.9,140.1,669.7,584.7,87.3,318.8,76.1,23.9
2000,6,Nagpur,1,Wardha,174.1,468.8,269.3,273.6,454.1,166.0,271.6,256.6,94.5,155.2,114.2,73.6
2000,6,Nagpur,2,Nagpur,166.3,266.7,160.4,304.4,724.9,238.1,281.3,297.3,105.7,168.4,32.9,19.5
2000,6,Nagpur,3,Bhandara,189.3,255.2,134.8,382.6,493.1,128.9,387.6,297.1,76.7,197.5,45.3,22.9
2000,6,Nagpur,4,Gondia,192.8,303.3,157.3,414.9,634.1,152.8,413.9,335.0,80.9,198.7,60.4,30.4
2000,6,Nagpur,5,Chandrapur,183.5,190.2,103.7,357.2,465.7,130.4,362.9,390.0,107.5,180.4,17.9,9.9
2000,6,Nagpur,6,Gadchiroli,210.9,299.1,141.8,427.9,580.6,135.7,426.5,412.8,96.8,188.8,83.4,44.2
2000,2,Nasik,1,Nashik,174.4,181.7,104.2,308.9,241.9,78.3,266.9,216.4,81.1,183.6,80.7,44.0
2000,2,Nasik,2,Dhule,121.5,154.0,126.7,170.9,149.3,87.4,133.2,36.3,27.3,109.5,23.3,21.3
2000,2,Nasik,3,Nandurbar,155.9,147.3,94.5,305.6,210.8,69.0,252.2,63.6,25.2,146.7,35.3,24.1
2000,2,Nasik,4,Jalgaon,123.7,228.3,184.6,189.2,203.0,107.3,196.1,43.0,21.9,123.6,15.7,12.7
2000,2,Nasik,5,Ahilyanagar,108.2,169.7,156.8,97.5,71.9,73.7,95.4,189.1,198.2,147.0,47.9,32.6
2000,3,Pune,1,Pune,176.2,224.1,127.2,309.3,160.1,51.8,219.6,72.3,32.9,156.5,96.6,61.7
2000,3,Pune,2,Solapur,102.5,141.7,138.2,94.8,95.9,101.2,107.5,215.2,200.2,176.3,73.4,41.6
2000,3,Pune,3,Satara,194.1,157.8,81.3,307.2,298.9,97.3,224.8,211.9,94.3,160.1,137.8,86.1
2000,3,Pune,4,Sangli,129.0,94.9,73.6,135.5,89.3,65.9,111.4,126.5,113.6,138.6,153.5,110.8
2000,3,Pune,5,Kolhapur,362.9,240.7,66.3,685.5,647.1,94.4,485.9,412.7,84.9,198.8,228.5,114.9
2001,5,Amravati,1,Buldhana,139.3,203.0,145.7,192.2,106.6,55.5,207.4,176.4,85.1,120.5,49.7,41.2
2001,5,Amravati,2,Akola,136.9,278.8,203.7,223.2,143.4,64.2,215.5,257.0,119.3,118.1,37.2,31.5
2001,5,Amravati,3,Washim,166.4,258.6,155.4,243.6,93.0,38.2,236.1,225.6,95.6,142.9,27.2,19.0
2001,5,Amravati,4,Amravati,145.7,276.5,189.8,277.4,87.3,31.5,285.4,329.7,115.5,153.5,18.0,11.7
2001,5,Amravati,5,Yavatmal,163.9,297.2,181.3,256.7,144.5,56.3,253.7,315.7,124.4,130.7,15.4,11.8
2001,4,Chhatrapati Sambhajinagar,1,Chhatrapati Sambhajinagar,125.2,98.9,79.0,152.2,66.2,43.5,153.8,209.1,136.0,150.5,107.7,71.6
2001,4,Chhatrapati Sambhajinagar,2,Jalna,132.6,151.2,114.0,166.4,46.8,28.1,162.3,227.8,140.4,141.8,114.7,80.9
2001,4,Chhatrapati Sambhajinagar,3,Beed,128.4,143.5,111.8,127.7,17.7,13.9,138.0,239.6,173.6,172.0,76.4,44.4
2001,4,Chhatrapati Sambhajinagar,4,Latur,135.4,186.6,137.8,186.9,51.2,27.4,202.7,235.2,116.0,181.0,74.7,41.3
2001,4,Chhatrapati Sambhajinagar,5,Dharashiv,126.9,90.7,71.5,137.1,25.0,18.2,154.4,180.1,116.6,184.7,138.2,74.8
2001,4,Chhatrapati Sambhajinagar,6,Nanded,155.4,213.2,137.2,244.3,96.5,39.5,247.3,343.0,138.7,167.4,23.3,13.9
2001,4,Chhatrapati Sambhajinagar,7,Parabhani,145.3,224.6,154.6,219.2,64.3,29.3,227.8,378.9,166.3,169.0,36.5,21.6
2001,4,Chhatrapati Sambhajinagar,8,Hingoli,169.2,106.1,62.7,230.2,101.7,44.2,241.2,181.9,75.4,154.7,95.1,61.5
2001,1,Konkan,1,Thane,461.9,569.0,123.2,942.3,809.2,85.9,691.3,678.1,98.1,337.9,215.9,63.9
2001,1,Konkan,2,Raigadh,655.8,546.2,83.3,1206.2,926.5,76.8,874.5,600.2,68.6,412.1,220.4,53.5
2001,1,Konkan,3,Ratnagiri,813.5,544.2,66.9,1151.6,859.1,74.6,835.9,777.2,93.0,394.1,302.2,76.7
2001,1,Konkan,4,Sindhudurg,880.1,524.8,59.6,1043.6,957.8,91.8,689.2,508.0,73.7,327.6,176.7,53.9
2001,1,Konkan,5,Palghar,411.9,747.8,181.5,905.0,761.2,84.1,669.7,563.1,84.1,318.8,173.8,54.5
2001,6,Nagpur,1,Wardha,174.1,222.2,127.6,273.6,194.6,71.1,271.6,304.1,112.0,155.2,52.6,33.9
2001,6,Nagpur,2,Nagpur,166.3,370.8,223.0,304.4,331.4,108.9,281.3,559.8,199.0,168.4,39.6,23.5
2001,6,Nagpur,3,Bhandara,189.3,316.0,166.9,382.6,156.8,41.0,387.6,631.8,163.0,197.5,34.5,17.5
2001,6,Nagpur,4,Gondia,192.8,507.3,263.1,414.9,331.9,80.0,413.9,484.9,117.2,198.7,50.6,25.5
2001,6,Nagpur,5,Chandrapur,183.5,349.3,190.4,357.2,304.4,85.2,362.9,386.1,106.4,180.4,29.9,16.6
2001,6,Nagpur,6,Gadchiroli,210.9,461.8,219.0,427.9,290.0,67.8,426.5,513.1,120.3,188.8,48.2,25.5
2001,2,Nasik,1,Nashik,174.4,229.5,131.6,308.9,244.4,79.1,266.9,176.6,66.2,183.6,127.8,69.6
2001,2,Nasik,2,Dhule,121.5,188.1,154.8,170.9,95.7,56.0,133.2,78.7,59.1,109.5,88.6,80.9
2001,2,Nasik,3,Nandurbar,155.9,351.8,225.7,305.6,226.1,74.0,252.2,104.9,41.6,146.7,45.3,30.9
2001,2,Nasik,4,Jalgaon,123.7,168.1,135.9,189.2,111.5,58.9,196.1,160.3,81.7,123.6,38.7,31.3
2001,2,Nasik,5,Ahilyanagar,108.2,88.9,82.2,97.5,16.6,17.0,95.4,129.5,135.7,147.0,125.6,85.4
2001,3,Pune,1,Pune,176.2,140.0,79.5,309.3,206.6,66.8,219.6,135.8,61.8,156.5,130.9,83.6
2001,3,Pune,2,Solapur,102.5,56.3,54.9,94.8,23.7,25.0,107.5,95.9,89.2,176.3,178.9,101.5
2001,3,Pune,3,Satara,194.1,152.8,78.7,307.2,331.5,107.9,224.8,193.9,86.3,160.1,194.5,121.5
2001,3,Pune,4,Sangli,129.0,30.3,23.5,135.5,75.5,55.7,111.4,46.1,41.4,138.6,212.4,153.2
2001,3,Pune,5,Kolhapur,362.9,297.1,81.9,685.5,552.7,80.6,485.9,406.8,83.7,198.8,123.9,62.3
2002,5,Amravati,1,Buldhana,139.3,270.9,194.5,192.2,60.8,31.6,207.4,375.7,181.1,120.5,246.3,204.4
2002,5,Amravati,2,Akola,136.9,303.2,221.5,223.2,56.9,25.5,215.5,287.0,133.2,118.1,138.4,117.2
2002,5,Amravati,3,Washim,166.4,438.4,263.5,243.6,160.0,65.7,236.1,412.0,174.5,142.9,231.0,161.7
2002,5,Amravati,4,Amravati,145.7,240.3,164.9,277.4,17.6,6.3,285.4,188.0,65.9,153.5,144.3,94.0
2002,5,Amravati,5,Yavatmal,163.9,319.4,194.9,256.7,98.9,38.5,253.7,315.0,124.2,130.7,116.0,88.8
2002,4,Chhatrapati Sambhajinagar,1,Chhatrapati Sambhajinagar,125.2,234.6,187.4,152.2,55.0,36.1,153.8,204.1,132.7,150.5,83.2,55.3
2002,4,Chhatrapati Sambhajinagar,2,Jalna,132.6,266.6,201.1,166.4,54.8,32.9,162.3,315.7,194.5,141.8,130.4,92.0
2002,4,Chhatrapati Sambhajinagar,3,Beed,128.4,242.4,188.8,127.7,27.8,21.8,138.0,177.1,128.3,172.0,101.3,58.9
2002,4,Chhatrapati Sambhajinagar,4,Latur,135.4,120.7,89.1,186.9,100.2,53.6,202.7,213.4,105.3,181.0,137.8,76.1
2002,4,Chhatrapati Sambhajinagar,5,Dharashiv,126.9,164.1,129.3,137.1,63.8,46.5,154.4,151.3,98.0,184.7,115.3,62.4
2002,4,Chhatrapati Sambhajinagar,6,Nanded,155.4,262.8,169.1,244.3,55.6,22.8,247.3,246.9,99.8,167.4,128.3,76.6
2002,4,Chhatrapati Sambhajinagar,7,Parabhani,145.3,324.1,223.1,219.2,48.3,22.0,227.8,245.1,107.6,169.0,145.8,86.3
2002,4,Chhatrapati Sambhajinagar,8,Hingoli,169.2,423.4,250.2,230.2,86.8,37.7,241.2,311.7,129.2,154.7,225.2,145.6
2002,1,Konkan,1,Thane,461.9,904.5,195.8,942.3,300.6,31.9,691.3,956.3,138.3,337.9,223.0,66.0
2002,1,Konkan,2,Raigadh,655.8,651.1,99.3,1206.2,497.9,41.3,874.5,909.9,104.0,412.1,241.7,58.7
2002,1,Konkan,3,Ratnagiri,813.5,1067.4,131.2,1151.6,619.9,53.8,835.9,844.1,101.0,394.1,249.9,63.4
2002,1,Konkan,4,Sindhudurg,880.1,896.1,101.8,1043.6,481.3,46.1,689.2,712.6,103.4,327.6,183.7,56.1
2002,1,Konkan,5,Palghar,411.9,1135.7,275.7,905.0,222.4,24.6,669.7,815.6,121.8,318.8,121.6,38.1
2002,6,Nagpur,1,Wardha,174.1,391.9,225.1,273.6,20.7,7.6,271.6,253.8,93.4,155.2,114.6,73.8
2002,6,Nagpur,2,Nagpur,166.3,303.1,182.3,304.4,61.9,20.3,281.3,330.0,117.3,168.4,101.9,60.5
2002,6,Nagpur,3,Bhandara,189.3,382.6,202.1,382.6,70.3,18.4,387.6,493.9,127.4,197.5,173.2,87.7
2002,6,Nagpur,4,Gondia,192.8,329.0,170.6,414.9,100.5,24.2,413.9,502.7,121.5,198.7,162.6,81.8
2002,6,Nagpur,5,Chandrapur,183.5,283.0,154.2,357.2,145.3,40.7,362.9,287.9,79.3,180.4,58.9,32.6
2002,6,Nagpur,6,Gadchiroli,210.9,233.3,110.6,427.9,141.7,33.1,426.5,386.9,90.7,188.8,60.2,31.9
2002,2,Nasik,1,Nashik,174.4,416.6,238.9,308.9,252.0,81.6,266.9,269.2,100.9,183.6,98.2,53.5
2002,2,Nasik,2,Dhule,121.5,185.5,152.7,170.9,28.0,16.4,133.2,170.8,128.2,109.5,130.9,119.5
2002,2,Nasik,3,Nandurbar,155.9,252.3,161.8,305.6,53.0,17.3,252.2,189.8,75.3,146.7,219.1,149.4
2002,2,Nasik,4,Jalgaon,123.7,228.2,184.5,189.2,46.0,24.3,196.1,285.6,145.6,123.6,154.3,124.8
2002,2,Nasik,5,Ahilyanagar,108.2,208.5,192.7,97.5,14.5,14.9,95.4,110.6,115.9,147.0,60.6,41.2
2002,3,Pune,1,Pune,176.2,244.5,138.8,309.3,69.5,22.5,219.6,181.1,82.5,156.5,56.8,36.3
2002,3,Pune,2,Solapur,102.5,122.3,119.3,94.8,45.6,48.1,107.5,88.4,82.2,176.3,84.4,47.9
2002,3,Pune,3,Satara,194.1,286.6,147.7,307.2,186.1,60.6,224.8,346.3,154.0,160.1,106.0,66.2
2002,3,Pune,4,Sangli,129.0,114.7,88.9,135.5,22.4,16.5,111.4,66.4,59.6,138.6,46.2,33.3
2002,3,Pune,5,Kolhapur,362.9,456.0,125.7,685.5,297.1,43.3,485.9,633.2,130.3,198.8,99.8,50.2
2003,5,Amravati,1,Buldhana,139.3,131.8,94.6,192.2,231.2,120.3,207.4,201.1,97.0,120.5,117.0,97.1
2003,5,Amravati,2,Akola,136.9,115.9,84.7,223.2,212.4,95.2,215.5,159.5,74.0,118.1,136.9,115.9
2003,5,Amravati,3,Washim,166.4,148.1,89.0,243.6,355.7,146.0,236.1,201.7,85.4,142.9,72.6,50.8
2003,5,Amravati,4,Amravati,145.7,135.7,93.1,277.4,292.0,105.3,285.4,171.7,60.2,153.5,124.1,80.8
2003,5,Amravati,5,Yavatmal,163.9,144.8,88.3,256.7,370.7,144.4,253.7,230.7,90.9,130.7,68.7,52.6
2003,4,Chhatrapati Sambhajinagar,1,Chhatrapati Sambhajinagar,125.2,138.5,110.6,152.2,174.7,114.8,153.8,137.8,89.6,150.5,90.9,60.4
2003,4,Chhatrapati Sambhajinagar,2,Jalna,132.6,137.5,103.7,166.4,218.2,131.1,162.3,147.2,90.7,141.8,69.0,48.7
2003,4,Chhatrapati Sambhajinagar,3,Beed,128.4,91.5,71.3,127.7,155.2,121.5,138.0,153.7,111.4,172.0,119.1,69.2
2003,4,Chhatrapati Sambhajinagar,4,Latur,135.4,112.5,83.1,186.9,265.7,142.2,202.7,226.6,111.8,181.0,117.0,64.6
2003,4,Chhatrapati Sambhajinagar,5,Dharashiv,126.9,79.1,62.3,137.1,113.0,82.4,154.4,144.4,93.5,184.7,101.5,55.0
2003,4,Chhatrapati Sambhajinagar,6,Nanded,155.4,120.5,77.5,244.3,393.8,161.2,247.3,221.4,89.5,167.4,101.2,60.5
2003,4,Chhatrapati Sambhajinagar,7,Parabhani,145.3,114.1,78.5,219.2,403.2,183.9,227.8,184.3,80.9,169.0,86.9,51.4
2003,4,Chhatrapati Sambhajinagar,8,Hingoli,169.2,128.8,76.1,230.2,462.9,201.1,241.2,191.9,79.6,154.7,102.8,66.5
2003,1,Konkan,1,Thane,461.9,774.4,167.7,942.3,874.5,92.8,691.3,650.8,94.1,337.9,329.1,97.4
2003,1,Konkan,2,Raigadh,655.8,977.2,149.0,1206.2,976.7,81.0,874.5,618.5,70.7,412.1,388.0,94.2
2003,1,Konkan,3,Ratnagiri,813.5,889.5,109.3,1151.6,1210.6,105.1,835.9,638.1,76.3,394.1,283.7,72.0
2003,1,Konkan,4,Sindhudurg,880.1,803.5,91.3,1043.6,1008.3,96.6,689.2,561.2,81.4,327.6,223.2,68.1
2003,1,Konkan,5,Palghar,411.9,666.1,161.7,905.0,936.2,103.4,669.7,608.1,90.8,318.8,304.4,95.5
2003,6,Nagpur,1,Wardha,174.1,118.5,68.1,273.6,372.9,136.3,271.6,257.8,94.9,155.2,137.6,88.7
2003,6,Nagpur,2,Nagpur,166.3,165.4,99.5,304.4,445.7,146.4,281.3,276.6,98.3,168.4,149.9,89.0
2003,6,Nagpur,3,Bhandara,189.3,140.6,74.3,382.6,580.7,151.8,387.6,353.9,91.3,197.5,294.6,149.2
2003,6,Nagpur,4,Gondia,192.8,122.7,63.6,414.9,626.4,151.0,413.9,317.3,76.7,198.7,297.7,149.8
2003,6,Nagpur,5,Chandrapur,183.5,128.8,70.2,357.2,463.3,129.7,362.9,353.2,97.3,180.4,110.4,61.2
2003,6,Nagpur,6,Gadchiroli,210.9,152.1,72.1,427.9,549.9,128.5,426.5,467.1,109.5,188.8,154.2,81.7
2003,2,Nasik,1,Nashik,174.4,239.0,137.0,308.9,379.4,122.8,266.9,229.3,85.9,183.6,156.9,85.5
2003,2,Nasik,2,Dhule,121.5,216.4,178.1,170.9,221.8,129.8,133.2,201.4,151.2,109.5,194.6,177.7
2003,2,Nasik,3,Nandurbar,155.9,380.5,244.1,305.6,296.5,97.0,252.2,287.2,113.9,146.7,136.6,93.1
2003,2,Nasik,4,Jalgaon,123.7,251.7,203.5,189.2,218.8,115.6,196.1,294.4,150.1,123.6,171.5,138.8
2003,2,Nasik,5,Ahilyanagar,108.2,52.1,48.2,97.5,85.1,87.3,95.4,62.6,65.6,147.0,77.6,52.8
2003,3,Pune,1,Pune,176.2,182.0,103.3,309.3,159.3,51.5,219.6,108.6,49.5,156.5,76.0,48.6
2003,3,Pune,2,Solapur,102.5,49.8,48.6,94.8,42.9,45.3,107.5,84.6,78.7,176.3,88.0,49.9
